caps,sale,at,ap,bkvlps,ceq,ch,ci,cogs,dp,cik,fyear
395.742,1122.293,1282.904,6.873,20.8211,693.156,135.337,100.268,690.934,49.132,1297989.0,2021.0
205.305,211.949,160.831,16.415,-3.7077,-120.239,7.751,-47.383,198.562,5.448,738214.0,2021.0
211.0,17567.0,66349.0,27218.0,82.3423,14499.0,2276.0,2494.0,14530.0,461.0,1385426.0,2021.0
92.694,0.0,17.284,0.465,0.5557,16.202,16.739,-27.899,0.0,0.009,1758009.0,2021.0
22.75,347.518,274.971,34.588,29.7289,206.586,83.203,58.055,185.819,5.304,1313310.0,2021.0
476.788,4.038,87.406,0.403,1.7062,83.677,71.431,-10.145,14.229,0.026,1226616.0,2021.0
8022.3,4658.1,16913.9,71.7,23.783,9489.4,293.1,1186.2,1708.3,586.5,1598014.0,2021.0
104.228,889.124,357.241,87.941,3.2267,161.11,13.696,24.158,668.299,16.642,1171155.0,2021.0
123.016,1.573,1.049,0.084,-4.6591,-132.268,0.373,-14.128,0.752,0.0,1113513.0,2021.0
4260.67,19893.856,10714.343,1093.37,26.7072,4802.481,42.603,1725.416,13495.548,547.352,1316835.0,2021.0
982.537,214.203,841.95,9.777,3.8761,393.169,110.288,57.396,86.825,35.425,1318885.0,2021.0
249.5,1678.6,1661.9,171.9,19.2738,406.6,45.5,61.0,1347.4,57.7,1315257.0,2021.0
1942.0,5301.0,7211.0,302.0,0.0603,31.0,499.0,327.0,2742.0,306.0,1319161.0,2021.0
1037.205,1207.892,484.953,23.251,4.7431,345.213,50.612,49.676,1116.816,23.292,778164.0,2021.0
14069.0,9168.0,193502.0,703.0,40.4795,22709.0,607.0,4065.0,3568.0,1009.0,1571949.0,2021.0
505.757,660.385,1635.65,82.968,1.911,174.5,302.009,152.661,115.449,119.474,1318568.0,2021.0
982.746,594.538,1126.658,20.782,51.9676,671.266,86.147,187.917,254.277,44.862,1322439.0,2021.0
0.0,0.0,26.92,0.383,-0.2663,-26.146,22.437,-41.826,0.0,0.007,1302084.0,2021.0
277.258,0.0,63.431,2.783,0.1575,57.376,4.683,-10.721,0.0,0.743,1131312.0,2021.0
204.374,2.673,8.405,1.675,-0.3908,-2.51,5.385,-19.366,1.146,0.809,1084267.0,2021.0
68.923,429.123,535.979,11.685,4.0358,135.211,92.133,42.275,308.502,20.487,1324272.0,2021.0
1702.166,547.129,1203.002,9.399,21.8625,916.587,114.573,182.87,269.696,51.176,1326200.0,2021.0
1375.0,6538.0,12375.0,110.0,15.4449,3206.0,1628.0,1323.0,3384.0,879.0,1324404.0,2021.0
2187.4,4327.6,5207.0,786.0,33.0717,1845.4,308.6,-2.1,3472.0,213.9,1320695.0,2021.0
459.904,2592.513,2182.498,199.831,-17.2607,-449.399,183.023,-63.631,1207.947,173.212,1262976.0,2021.0
11.025,130.011,88.915,3.355,5.979,60.352,32.913,26.204,47.46,1.02,1317945.0,2021.0
21.552,58.776,30.191,12.91,0.5406,16.322,7.76,-9.033,46.842,0.0,1762239.0,2021.0
397.948,72.552,740.412,30.714,13.4266,445.83,14.19,102.316,40.375,0.0,1321741.0,2021.0
294.656,922.1,971.328,80.768,18.8212,657.632,360.082,199.811,444.145,17.16,1329394.0,2021.0
9.231,72.659,49.167,14.617,5.0437,28.618,5.022,12.358,41.03,1.026,1456189.0,2021.0
247.059,29.977,46.593,2.822,0.7395,25.414,12.586,-2.706,6.391,3.736,1051514.0,2021.0
2067.0,3572.0,5987.0,438.0,12.9535,1994.0,228.0,199.0,2406.0,309.0,1530804.0,2021.0
222.653,1564.987,1184.429,251.298,26.5394,716.723,201.457,38.973,982.409,33.309,1159167.0,2021.0
1902.2,2025.3,3091.3,308.2,9.0254,864.8,41.2,130.6,1368.0,85.7,712034.0,2021.0
11631.489,19597.755,59825.157,53.366,96.3356,33287.99,5800.947,1174.672,7511.321,2587.679,1329099.0,2021.0
3526.8,1646.6,10569.6,140.1,12.1915,3517.3,288.6,401.7,510.3,342.3,1794846.0,2021.0
1564.261,942.937,4845.417,158.606,66.058,2372.562,182.862,59.319,540.297,65.532,1324948.0,2021.0
233.768,593.466,1594.253,140.235,18.5391,1137.69,664.321,185.915,364.458,10.729,1357450.0,2021.0
671.013,0.266,29.185,67.974,-0.1313,-94.398,4.231,-210.82,0.053,0.781,1175680.0,2021.0
496.036,2313.416,1545.068,162.145,0.2414,14.082,213.197,705.21,882.183,31.976,1334036.0,2021.0
2714.5,1334.318,1554.806,177.055,2.2443,388.389,127.13,-35.673,1085.316,11.39,867773.0,2021.0
1108.613,5683.466,4991.396,613.307,4.3862,2088.994,1669.453,371.635,2682.252,141.2,1336917.0,2021.0
2423.0,13737.0,13261.0,692.0,30.65,4291.0,727.0,793.0,11398.0,325.0,1336920.0,2021.0
338.303,128.904,508.593,17.036,0.7165,11.161,12.496,-2.536,72.213,14.741,1347652.0,2021.0
900.692,0.398,94.865,1.368,0.2686,58.056,76.054,-78.751,70.953,2.597,1107421.0,2021.0
97.186,0.0,0.0,0.0,-0.0008,-0.058,0.0,-0.046,0.0,0.0,1324759.0,2021.0
83.69,7.204,18.472,2.458,-3.8377,-21.829,2.382,-19.847,3.985,1.231,1321851.0,2021.0
18.959,145.253,146.79,22.661,0.2537,4.697,1.612,1.085,84.201,4.653,1179821.0,2021.0
103.111,0.0,26.568,0.106,3.5554,25.457,23.774,-10.44,0.0,0.076,1133818.0,2021.0
20.04,0.016,120.839,0.854,0.3201,69.386,46.189,-22.503,3.166,4.32,1375205.0,2021.0
98.348,1489.141,4248.261,120.544,30.9875,1299.397,211.081,49.256,1162.685,239.946,1345105.0,2021.0
3.66,330.978,349.305,69.262,9.6119,140.958,56.573,3.509,223.622,6.404,943184.0,2021.0
2618.319,1427.423,3754.719,21.837,20.3335,2080.018,450.285,691.456,499.812,152.64,1386716.0,2021.0
2897.695,6268.447,14402.318,1642.968,-2.5933,-582.651,4884.729,-579.741,4355.989,416.277,1335258.0,2021.0
43.406,0.0,9.846,0.3,0.8446,8.836,9.076,-18.633,0.0,0.117,1074871.0,2021.0
441.991,0.0,169.541,2.763,0.6396,151.455,44.313,-14.2,0.0,0.393,1334933.0,2021.0
244.638,1062.797,2080.447,95.604,8.3942,303.382,357.296,102.54,419.662,259.211,1339605.0,2021.0
264.609,97.977,221.421,2.804,10.5356,76.857,26.531,42.964,38.543,7.203,1341170.0,2021.0
187.997,101.154,100.813,3.929,2.4925,72.766,19.719,-26.625,56.507,5.877,1172631.0,2021.0
46466.0,13877.0,82931.0,1829.0,77.7455,47347.0,2010.0,619.0,4667.0,3904.0,1136893.0,2021.0
20.522,0.0,157.121,0.775,1.0085,155.769,57.538,-0.69,0.0,0.055,1369085.0,2021.0
415.31,1970.129,2654.608,251.992,24.7387,797.328,130.519,185.534,1381.373,126.475,1321646.0,2021.0
82.53,0.0,12.889,0.419,0.0352,1.239,12.257,-25.36,0.0,0.201,1074828.0,2021.0
669.223,268.682,593.792,0.925,9.0325,504.928,52.071,32.738,24.266,2.841,1347178.0,2021.0
348.328,0.0,161.616,4.74,1.9866,150.818,152.107,-37.909,0.0,0.0,1314052.0,2021.0
422.556,0.608,12.848,0.642,-0.0001,-2.833,5.962,-6.0,9.342,0.057,1350102.0,2021.0
1342.2,1111.0,1518.0,92.0,4.3994,694.9,227.5,90.1,690.2,59.9,1350593.0,2021.0
1646.725,1409.015,1388.144,39.662,2.4319,617.721,18.342,-39.034,694.509,88.78,1272830.0,2021.0
98.745,87.513,130.237,2.809,2.5508,81.923,17.128,1.597,35.448,4.516,1239819.0,2021.0
492.512,280.615,450.734,11.097,0.9595,90.823,31.504,-27.87,109.858,34.76,1131554.0,2021.0
14.778,1.3,6.432,0.607,-0.0018,-1.703,1.193,0.278,0.69,0.032,1329606.0,2021.0
25.955,0.0,0.05,1.073,-0.0055,-2.458,0.01,-0.925,0.0,0.0,1301991.0,2021.0
16.826,2.504,1.888,0.371,-0.0148,-1.054,0.296,-0.687,1.497,0.292,1502966.0,2021.0
1258.477,335.716,647.687,17.203,-2.8897,-320.154,145.913,155.537,102.195,15.482,1537054.0,2021.0
230.201,2.703,127.999,2.66,3.2802,115.773,77.245,-22.989,25.809,0.077,1176309.0,2021.0
1115.672,229.973,181.542,17.625,-5.3274,-252.304,111.533,-70.197,18.139,1.16,1428522.0,2021.0
4253.5,6226.7,12414.7,460.7,43.4612,2742.4,817.1,279.2,4187.7,389.2,1530950.0,2021.0
60.34,6.7,9.719,0.974,0.6335,8.175,5.533,-1.265,4.175,0.64,1487197.0,2021.0
5032.351,2673.664,5790.875,59.206,1.3919,222.771,1428.691,-1339.704,655.218,99.145,1353283.0,2021.0
9.951,41.701,17.999,2.038,1.8218,9.357,6.814,-0.134,24.492,0.877,1236275.0,2021.0
51.574,0.0,1.137,1.348,-0.012,-7.048,0.072,-3.446,0.0,0.02,1399352.0,2021.0
337.94,1.5,33.296,0.415,3.4679,30.209,28.675,-11.448,12.837,0.142,1497253.0,2021.0
14084.0,6797.0,22898.0,488.0,68.0818,12088.0,654.0,2276.0,1294.0,1275.0,1539838.0,2021.0
24.297,11.46,11.962,0.182,0.943,2.662,1.752,1.358,4.517,0.414,1081745.0,2021.0
161.929,643.892,867.653,81.369,14.3386,494.295,74.315,15.947,437.565,34.829,1504379.0,2021.0
1924.881,18427.598,9805.338,2069.282,7.566,5137.088,2565.548,734.088,14764.562,198.276,1529192.0,2021.0
0.451,0.0,0.0,0.177,-0.0013,-0.177,0.0,-0.096,0.0,0.0,820771.0,2021.0
219.29,496.785,591.563,68.084,5.1151,243.862,85.011,43.189,278.179,19.615,1534675.0,2021.0
20504.0,111476.0,55594.0,8461.0,43.7326,19166.0,3147.0,1938.0,107659.0,1468.0,1534701.0,2021.0
40.662,0.073,2.007,0.658,-0.2117,-15.774,0.086,-3.105,1.65,0.649,1528172.0,2021.0
112.082,76.694,91.066,1.893,1.6882,42.546,6.483,-9.586,35.259,3.37,1487198.0,2021.0
1364.309,253.155,226.585,11.174,-0.0594,-2.446,63.131,-29.128,34.986,8.715,1401667.0,2021.0
18.984,0.0,0.001,0.032,-0.0414,-0.182,0.001,0.015,0.0,0.0,1530425.0,2021.0
553.787,958.102,1957.263,21.955,17.1491,1741.388,193.069,138.464,187.881,69.868,1237831.0,2021.0
3665.0,5896.0,10798.0,89.0,18.5113,3695.0,1728.0,170.0,977.0,388.0,1373715.0,2021.0
24.719,59.002,38.094,0.297,4.2393,25.012,12.914,-35.777,57.422,0.232,1546383.0,2021.0
1119.728,4119.252,3294.271,167.978,2.4253,216.461,87.585,228.37,3326.042,163.391,1546417.0,2021.0
153.985,6.199,4.108,1.146,-0.0503,-5.933,0.364,-5.473,3.406,0.709,1161582.0,2021.0
1249.962,541.068,791.336,99.379,58.4178,329.126,46.858,-83.29,375.551,42.176,1401257.0,2021.0
27.824,0.0,167.305,0.205,1.145,166.039,6.308,-21.66,0.0,0.021,1543418.0,2021.0
91.035,0.607,9.363,0.224,0.2622,8.282,7.607,-7.883,0.799,0.26,1434524.0,2021.0
138.831,0.0,25.17,0.283,1.6204,21.932,24.057,-13.287,13.436,0.075,1533040.0,2021.0
4947.0,7983.0,7210.0,130.0,18.7498,2186.0,735.0,359.0,6422.0,204.0,1398987.0,2021.0
433.347,1161.464,1460.61,40.021,8.8632,529.097,96.146,39.482,701.797,51.569,1354327.0,2021.0
1165.948,769.591,816.08,0.432,5.7475,255.829,267.507,32.111,112.609,10.916,1169561.0,2021.0
2123.606,538.593,1938.056,23.033,0.0203,1.438,189.718,-487.226,22.945,64.134,1070081.0,2021.0
504.314,6204.515,7360.171,233.844,8.2906,1109.981,74.31,514.258,5285.149,202.645,1320414.0,2021.0
2251.0,7339.0,6199.0,1026.0,12.0684,1687.0,370.0,228.0,6425.0,108.0,1357615.0,2021.0
181.63,154.424,292.802,2.34,11.5929,254.151,13.855,24.997,49.762,9.475,1158895.0,2021.0
101.905,102.382,97.586,7.862,2.332,48.272,0.186,1.688,32.722,14.625,1337013.0,2021.0
384.984,1553.048,1849.534,105.652,42.5657,803.47,8.254,74.203,979.57,31.97,1362004.0,2021.0
698.463,447.954,1994.114,13.159,19.5413,712.553,67.28,171.722,152.408,52.559,1430725.0,2021.0
26.478,0.0,1.257,1.952,-0.007,-3.659,0.672,-1.67,0.0,0.0,1308569.0,2021.0
2458.779,3307.085,3802.657,31.633,34.8355,1320.371,578.317,865.798,2145.187,28.099,1360901.0,2021.0
2595.419,305.514,905.14,21.513,1.102,307.369,245.197,-253.706,202.818,6.209,1178879.0,2021.0
217.471,377.438,283.057,23.573,1.8199,102.795,21.821,-8.51,253.301,2.441,1287808.0,2021.0
14.524,0.0,0.415,0.309,0.0,-0.006,0.354,-0.389,0.0,0.0,1346022.0,2021.0
110.327,1109.8,1164.492,27.829,15.4351,754.003,108.153,108.955,686.565,61.553,1356570.0,2021.0
267.846,314.272,314.018,35.82,2.8974,217.045,16.255,4.753,185.553,1.15,1341766.0,2021.0
127.248,35.727,52.745,0.942,2.8597,22.934,7.689,-6.462,27.699,1.905,1282224.0,2021.0
315.337,6801.24,7071.436,1214.847,2.0077,702.493,536.277,92.58,4029.313,110.13,1359841.0,2021.0
197.37,12.628,18.845,1.641,2.8046,8.697,7.396,-4.819,8.449,0.186,1367083.0,2021.0
2061.613,3105.246,6034.666,22.289,21.836,3705.506,1148.637,-1352.044,1559.862,194.429,1372920.0,2021.0
119.589,42.16,75.314,2.793,2.7826,66.098,56.308,-3.327,18.783,0.487,1354866.0,2021.0
110.153,125.196,215.762,13.308,1.3669,120.75,33.712,8.028,72.083,16.366,1160791.0,2021.0
2146.71,124.297,814.106,6.247,0.2034,365.431,14.304,-107.791,62.794,85.425,1366868.0,2021.0
1.144,0.0,0.84,0.103,-0.0001,-1.178,0.0,-2.278,0.0,0.004,1286345.0,2021.0
29.562,164.145,116.199,10.896,8.391,76.425,43.015,13.238,79.945,2.454,1363958.0,2021.0
833.065,1.858,84.785,2.32,0.2419,21.571,80.726,-45.261,0.64,0.48,1113148.0,2021.0
59.0,0.0,13.698,0.053,0.0,0.06,1.518,-2.226,0.396,0.007,1341726.0,2021.0
770.676,689.505,3627.125,18.925,100.7879,2088.023,129.41,1068.055,170.378,116.917,1369241.0,2021.0
167.032,353.755,394.422,36.672,13.9973,179.221,11.221,-7.967,217.881,17.146,1370450.0,2021.0
261.918,3497.632,2543.327,273.463,18.6118,990.055,200.512,115.479,2975.413,105.559,1361538.0,2021.0
17.286,3874.997,2847.132,291.632,2.4863,280.741,400.959,249.92,1913.262,99.8,1368458.0,2021.0
11.955,21.932,19.784,0.447,2.2647,13.749,5.414,2.961,11.396,0.799,1360565.0,2021.0
908.423,1460.86,3170.54,55.839,51.8125,2746.582,709.105,233.877,677.46,94.586,1111928.0,2021.0
233.186,140.833,237.788,2.768,2.0082,206.831,171.445,39.303,21.692,0.192,1369568.0,2021.0
-19.428,5277.169,7388.342,503.138,28.1318,1801.083,869.831,83.639,4085.088,282.769,1375877.0,2021.0
29.72,0.839,26.491,0.095,0.143,19.917,0.028,-0.598,0.154,0.162,1304730.0,2021.0
293.803,145.6,203.414,3.94,3.4531,126.008,11.717,-14.915,38.978,5.575,1365767.0,2021.0
829.4,1792.7,2959.0,128.9,31.5595,1619.0,576.1,240.1,692.4,120.7,1367644.0,2021.0
243.866,142.355,91.176,25.887,0.2348,54.042,47.679,4.831,93.331,0.127,1282631.0,2021.0
8522.694,4427.728,74569.768,850.215,67.5268,16570.743,1728.794,1085.181,319.022,1737.925,1378789.0,2021.0
51.609,425.369,1116.549,18.144,11.1727,539.319,292.058,139.836,166.029,23.767,1378239.0,2021.0
0.522,6.493,53.888,0.407,0.6832,44.775,44.347,5.107,2.581,0.879,1309057.0,2021.0
449.479,91.486,520.16,36.678,5.778,443.2,129.223,31.894,65.498,9.741,1316517.0,2021.0
1718.4,1899.8,4130.6,173.3,30.5758,1985.1,246.1,-4.4,1102.1,122.3,1374535.0,2021.0
237.628,277.832,236.794,16.162,2.0139,98.393,47.521,13.26,168.475,5.331,1371489.0,2021.0
733.095,80.086,648.301,16.556,28.8786,280.122,28.919,26.026,24.438,0.0,1372807.0,2021.0
3238.6,2012.356,8883.69,5.992,0.5158,244.746,1652.89,-1035.456,1491.773,579.847,1381640.0,2021.0
49.101,62.465,74.886,3.56,15.2802,49.905,39.451,14.044,37.558,2.031,1381074.0,2021.0
1519.918,255.646,957.07,24.352,3.3549,747.076,99.448,-95.568,215.604,45.184,1368265.0,2021.0
267.248,445.732,914.2,19.244,24.3665,607.969,77.231,-11.042,247.445,57.051,1368622.0,2021.0
107.237,49.599,26.321,11.048,0.0438,4.109,0.049,-16.402,35.858,0.143,1140215.0,2021.0
4.378,0.0,0.038,0.11,-0.0027,-0.332,0.038,-0.097,0.0,0.0,1374881.0,2021.0
71.018,0.0,0.027,0.827,-0.005,-1.142,0.022,-30.549,0.0,0.0,1096938.0,2021.0
-195.5,114.6,817.4,16.3,-6.5326,-526.7,101.2,-118.4,76.9,35.6,1377630.0,2021.0
818.939,274.911,297.653,32.405,16.4382,183.335,47.942,110.781,166.913,5.383,1377789.0,2021.0
106.666,72.476,98.329,5.174,0.4195,11.286,42.167,-18.007,16.336,1.878,1360214.0,2021.0
254.647,1318.25,2112.415,123.465,3.7818,617.648,207.062,8.36,771.015,288.085,1385145.0,2021.0
1.988,0.489,0.008,0.0,-0.0003,-0.074,0.008,-2.239,0.457,0.0,1411165.0,2021.0
124.835,0.0,14.299,2.563,0.0173,7.509,10.194,-13.872,0.0,0.378,1355250.0,2021.0
553.472,196.306,684.157,46.233,3.0004,300.624,2.408,3.323,46.57,37.912,1384195.0,2021.0
7.985,0.0,0.029,0.047,-0.0011,-0.023,0.013,-0.175,0.0,0.0,1317833.0,2021.0
88.928,160.882,241.535,0.01,2.1782,215.75,11.202,5.661,134.508,15.358,1358190.0,2021.0
78.37,143.665,91.23,27.985,1.1894,2.575,0.535,-2.936,104.286,2.239,1314772.0,2021.0
328.063,70.741,876.241,14.01,29.3282,355.781,47.258,45.735,30.957,0.0,1377936.0,2021.0
1197.801,1510.464,5230.65,75.998,2.6965,322.904,707.339,-422.571,1469.747,265.32,1385280.0,2021.0
383.436,263.427,789.0,3.783,7.5169,222.757,361.623,-0.364,66.252,16.852,1293282.0,2021.0
108.57,47.785,70.428,3.37,9.5397,46.84,37.854,2.981,42.534,0.094,1385508.0,2021.0
7.998,0.0,0.012,0.101,-0.0011,-0.3,0.012,-0.083,0.0,0.014,1342936.0,2021.0
150.9,8.421,23.978,1.045,0.1987,9.491,7.504,-5.824,2.657,0.119,1389545.0,2021.0
2026.098,1425.205,1587.224,216.404,1.5317,323.771,190.611,-163.376,852.397,84.176,1138639.0,2021.0
24.008,0.558,1.831,0.342,-0.002,-0.411,1.363,-0.649,0.02,0.022,1376793.0,2021.0
576.807,217.63,311.101,11.631,1.0539,141.579,41.918,-55.595,134.773,25.302,1391127.0,2021.0
200.614,67.449,57.84,10.423,0.4657,31.727,28.219,-27.127,24.844,1.115,1386570.0,2021.0
4369.0,13221.0,110242.0,70818.0,42.8401,12352.0,8750.0,5310.0,5400.0,189.0,1393612.0,2021.0
540.823,110.734,142.324,9.43,-1.1334,-68.494,12.342,-88.564,154.794,8.952,1718405.0,2021.0
70.584,27.41,19.281,5.472,0.1168,2.203,7.992,-1.297,21.049,0.536,1320760.0,2021.0
139.804,0.0,8.923,0.466,0.234,8.083,0.19,-2.448,0.0,0.049,1031093.0,2021.0
4857.5,2527.9,10821.5,377.1,-3.4817,-1789.5,1592.5,-1336.8,2754.9,385.5,1411579.0,2021.0
317.459,1202.442,3599.147,426.148,11.2224,382.954,175.718,35.663,997.27,23.889,1393726.0,2021.0
0.486,653.564,803.867,27.171,-3.2487,-280.889,53.486,-204.599,338.521,107.241,1689382.0,2021.0
147.003,6.784,81.075,0.0,0.6973,76.951,0.174,-8.239,0.422,3.717,1747661.0,2021.0
546.693,251.423,494.483,4.034,0.0805,3.584,227.553,-82.437,94.934,12.06,1392972.0,2021.0
336.56,0.0,70.365,0.524,0.4954,65.408,67.325,-14.268,0.0,0.087,894158.0,2021.0
1683.883,367.013,663.474,23.575,2.2033,223.176,21.854,-55.105,187.251,40.831,1158172.0,2021.0
241.854,119.903,221.578,15.859,2.3866,116.362,1.54,-1.284,15.088,16.344,1393883.0,2021.0
1832.0,2402.0,4457.0,179.0,6.3871,634.0,127.0,458.0,1107.0,150.0,1411207.0,2021.0
36.112,0.0,1.059,0.583,-0.0044,-1.745,0.007,-2.581,0.0,0.07,1355677.0,2021.0
1717.165,4022.211,4975.269,24.984,10.2362,1897.133,899.458,360.435,2497.264,151.436,1398659.0,2021.0
0.0,12851.0,28676.0,234.0,-2.0917,-876.0,3614.0,1820.0,1785.0,579.0,1124610.0,2021.0
0.0,35.985,84.46,9.64,2.904,42.814,27.041,-3.603,7.675,4.606,1087294.0,2021.0
32.272,0.228,2.203,0.043,0.0002,0.112,2.045,-12.436,0.118,0.013,1402328.0,2021.0
226.88,5.836,22.992,0.776,1.7588,23.878,17.383,-7.272,0.323,0.632,87050.0,2021.0
165.695,258.615,187.929,7.385,-0.0663,0.082,87.083,-10.285,41.415,5.264,1376339.0,2021.0
38.371,0.0,5.093,0.226,0.0938,1.29,4.824,-6.728,0.0,0.0,1335105.0,2021.0
43.325,0.0,0.02,0.144,-0.0208,-0.81,0.004,0.021,0.0,0.0,1346917.0,2021.0
23.331,0.095,1.273,0.059,0.0029,0.852,0.173,-2.594,0.001,0.041,1383088.0,2021.0
695.073,161.993,228.08,25.612,0.8847,22.429,9.765,-47.409,144.098,7.275,1210618.0,2021.0
12.033,1.097,1.425,0.498,-0.0368,-0.808,0.06,0.017,0.621,0.001,1404804.0,2021.0
597.708,153.108,487.211,5.762,1.4133,244.476,41.496,41.348,55.594,17.151,1448397.0,2021.0
364.239,15.99,75.503,10.094,0.2951,31.034,14.187,27.428,11.455,0.191,1368365.0,2021.0
1457.623,2043.544,5506.703,13.448,-1.9829,-163.467,1421.449,726.047,358.684,92.28,1408198.0,2021.0
40.254,0.0,0.48,0.485,-0.0846,-2.477,0.296,-1.885,0.0,0.016,1404935.0,2021.0
1736.346,289.047,3690.29,41.18,25.3016,1788.846,32.629,330.762,47.546,0.0,1396440.0,2021.0
428.945,853.364,7367.444,163.079,30.3337,1481.254,206.21,303.782,95.029,284.115,1413159.0,2021.0
14.638,22.282,37.853,3.427,0.4449,15.264,1.052,-0.372,17.446,1.46,1328792.0,2021.0
86.338,0.0,0.014,4.804,-0.001,-6.497,0.001,-8.093,0.0,0.0,1389034.0,2021.0
8.835,42.404,99.463,3.044,3.349,79.263,26.497,11.625,8.818,6.627,1726126.0,2021.0
934.945,8630.889,4764.379,552.73,29.3509,1535.373,431.56,985.781,4993.875,268.46,1403568.0,2021.0
0.0,514.941,510.376,56.637,5.3882,289.321,88.883,40.268,332.846,2.894,1413855.0,2021.0
298.685,11.677,96.035,18.365,1.3687,24.499,1.569,-17.41,10.821,3.954,1413745.0,2021.0
369.76,2627.461,2850.623,58.116,18.4955,1020.768,262.201,197.725,2161.615,55.985,1125376.0,2021.0
622.906,13.6,54.258,3.468,1.1133,46.072,22.765,-61.904,3.281,1.971,1427570.0,2021.0
376.64,4.061,30.986,0.545,12.0098,29.388,11.26,-0.731,2.658,0.14,1410172.0,2021.0
40.727,1.918,2.988,0.063,-0.01,-0.777,1.385,-2.999,1.071,0.015,1397183.0,2021.0
149.009,34.045,28.0,0.99,1.3399,8.007,4.389,-14.085,21.215,2.23,1470683.0,2021.0
254.455,1711.906,946.667,25.644,19.2668,435.199,146.149,62.376,1358.282,20.9,1409171.0,2021.0
795.449,1536.76,1577.297,62.144,19.3532,804.648,386.08,70.884,950.76,73.5,1157408.0,2021.0
16.1,1301.4,6209.9,8.5,31.4905,6025.2,539.3,752.3,110.3,299.6,1456346.0,2021.0
158.419,124.384,86.817,9.855,2.0934,65.1,14.466,6.091,88.961,1.554,1409375.0,2021.0
67.028,1762.264,3561.293,111.716,2.7078,2860.294,672.999,463.059,620.74,380.33,1429937.0,2021.0
185.881,601.36,351.75,48.217,4.7772,148.098,12.293,-13.326,539.306,22.608,1402829.0,2021.0
46.399,3.158,6.693,1.997,-0.0759,-2.403,0.17,-12.204,3.157,0.383,1352952.0,2021.0
34.672,0.007,0.254,3.029,-0.0105,-4.753,0.254,-2.905,0.06,0.0,1414043.0,2021.0
8.631,27.207,45.958,3.389,-0.0952,-4.393,0.508,-13.34,19.014,0.506,1413891.0,2021.0
3345.878,1985.72,6045.204,109.841,38.8112,3353.827,535.894,34.106,783.654,491.329,1415404.0,2021.0
494.563,154.374,105.452,7.821,7.9553,42.577,32.439,-0.405,161.813,4.066,1413898.0,2021.0
38.241,14.876,26.335,1.344,3.3936,22.717,12.137,0.26,7.175,1.284,1419951.0,2021.0
652.288,258.973,352.567,14.061,6.7376,270.958,71.07,-13.679,58.035,4.312,1180145.0,2021.0
39.216,65.943,35.73,10.273,2.0348,14.258,2.587,1.414,50.639,1.387,1505611.0,2021.0
20.017,9.889,5.766,0.477,0.4617,3.77,3.123,-5.316,5.136,0.007,1382574.0,2021.0
189.445,1879.35,1616.122,346.555,30.2603,1112.52,302.969,143.222,1622.241,36.252,1408710.0,2021.0
204.92,515.334,526.864,36.179,14.5717,342.056,56.269,60.782,352.796,23.542,1403431.0,2021.0
1561.142,4.651,444.654,1.228,8.9766,419.476,39.143,-71.206,70.731,3.068,744218.0,2021.0
2225.0,31651.0,41290.0,3331.0,-6.5193,-10106.0,4496.0,11235.0,9128.0,998.0,1413329.0,2021.0
903.646,32.224,425.652,6.746,4.0666,286.12,49.978,-132.352,159.004,3.139,1340652.0,2021.0
1731.153,81.69,468.489,21.998,3.1905,178.971,101.18,-227.327,287.447,9.455,1375151.0,2021.0
2566.783,718.632,4792.127,7.327,14.3734,2287.896,732.116,-177.314,53.813,226.361,1739942.0,2021.0
195.593,103.904,213.69,0.909,3.1462,178.779,74.358,14.067,28.18,4.502,1421517.0,2021.0
2.555,0.0,0.001,0.092,-0.0082,-0.596,0.001,-0.243,0.03,0.0,1415744.0,2021.0
645.0,1278.0,1055.0,99.0,23.9835,699.0,172.0,111.0,1065.0,70.0,1421182.0,2021.0
254.162,1072.149,717.323,86.765,12.6155,419.782,40.061,68.234,831.234,42.732,1423221.0,2021.0
831.424,130.581,275.214,10.602,1.2298,94.596,28.451,-60.256,45.637,15.571,1162194.0,2021.0
659.147,270.332,766.895,9.068,50.4527,663.403,36.452,249.834,180.82,35.606,1421461.0,2021.0
13710.0,1304.0,68149.0,480.0,16.7618,8802.0,998.0,331.0,88.0,0.0,1423689.0,2021.0
76.077,402.551,1176.857,23.335,31.9184,323.365,628.943,6.174,321.257,2.702,1400810.0,2021.0
1794.695,0.0,777.333,27.377,3.9595,621.656,78.229,-342.872,0.0,3.111,1425205.0,2021.0
296.67,896.564,1222.745,24.306,27.7039,1045.047,600.941,260.344,364.816,29.86,1434588.0,2021.0
425.202,343.475,1094.32,9.985,5.5835,679.185,101.004,174.348,96.246,52.364,1434754.0,2021.0
2.335,5.151,52.803,0.575,3.5699,54.02,44.837,-6.774,4.541,0.433,1422892.0,2021.0
56.942,7.754,16.273,1.054,0.6908,13.595,5.317,-4.435,3.125,0.336,314227.0,2021.0
1804.354,198.089,2636.387,48.116,7.2789,1312.823,29.334,237.26,78.466,0.0,1414932.0,2021.0
3816.406,170.072,8443.841,1.887,2.9091,974.167,357.134,-153.796,27.465,0.0,1437071.0,2021.0
238.687,677.131,562.195,12.87,6.7922,200.683,24.11,-0.359,457.013,34.921,1436126.0,2021.0
11.592,1.601,11.339,0.734,-0.0261,-2.213,0.031,-8.116,1.417,0.045,1413488.0,2021.0
